투자금액비중,보유,Ticker,설명,,yahoo,google,현재가격,적정가격,"25년 
적정 EPS","25년 
적정 PER",Fwd PER,적정 PER,목표값-최대,목표값-평균,목표값-중앙,목표값-분석가 의견합 ,구매가,투자금액,평가금액,수익,수익률,상승여력,비중,"
주간가격변화차트",,,,
0.00%,0,204320.ks,HL만도,204320,.ks,KRX:,55200,0.00,,,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"64,966.00",0,0,0.00,#DIV/0!,-100.00%,0.00%,,,,,
0.00%,0,0173Y0.ks,KODEX 미국광통신네트워크,0173Y0,.ks,KRX:,"13,400.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"13,789.00",0.00,0.00,0.00,#DIV/0!,-100.00%,0.00%,,,,,
0.14%,1,456600.ks,TIME 글로벌AI인공지능액티브,456600,.ks,KRX:,"70,290.00",,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"58,130.00","58,130.00","70,290.00","12,160.00",20.92%,-100.00%,0.14%,,,,,
0.09%,1,445290.ks,KODEX 로봇액티브,445290,.ks,KRX:,"43,255.00",,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"36,880.00","36,880.00","43,255.00","6,375.00",17.29%,-100.00%,0.09%,#N/A,,,,
1.99%,42,487230.ks,KODEX 미국AI전력핵심인프라,487230,.ks,KRX:,"26,615.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"19,893.00","835,506.00","1,117,830.00","282,324.00",33.79%,-100.00%,1.99%,#N/A,,,,
0.71%,8,395160.ks,KODEX AI 반도체 TOP2플러스,395160,.ks,KRX:,"48,725.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"37,381.00","299,048.00","389,800.00","90,752.00",30.35%,-100.00%,0.71%,#N/A,,,,
5.73%,124,0117V0.ks,Tiger 코리아AI전력기기TOP3,0117V0,.ks,KRX:,"22,470.00",https://finance.naver.com/item/main.naver?code=0117V0,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"19,371.00","2,402,004.00","2,786,280.00","384,276.00",16.00%,-100.00%,5.73%,,,,,
,,,현금,,,,,,,,,,,,,,,,,,,,22.12%,,,,,14.71240603
,5.90%,날짜 ,2026. 6. 7 오후 10:57:42,- 6월 둘째주에 8백만원 투자금액 추가됨 ,,,,,,,,,,,,,851.02,,,,,,,,14.71240603,,,
,,시드 머니 투자금액,평가금액,,,투자금,수익 ,수익률,,,,,,,,,8.773402062,,예수금,,환율 ,,,,,,,
,한국,"14,051,516.00","59,301,455.00",,,"15,281,080.00","44,020,375.00",288.07%,,,,,,,,,,카카오,"18,282.00","18,282.00",1559.27,,,,,,,
,미국,"$12,659.65","$10,197.85",,,"$12,659.65","$2,137.22",16.88%,,,,,,,,,,ISA,"2,757.00","2,757.00",,,,,,,,
,예수금,"8,092,082.18","4,967,417.66",,,,,,,,,,,,,,,키움1,"$2,954.00","4,776,231.12",,,,,,,,
,총계,"41,883,406.23","80,170,070.01",,,"35,020,888.06","47,352,878.20",113.06%,,,,,,,,,,키움2,$109.12,"170,147.54",,,,,,,,
,,,,,,,,,,,,,,,,,,총계,,"4,967,417.66",,,,,,,,
,,,,,,,연금 (개인),,,,,,,연금(회사),,,,,,,,,,,,,,
,수익 :한국,수익:미국,수익:미국(원),수익 :전체,수익률,총평가금액,ETF,예수금,총평가금액,총액,,수익률,,총평가금액,,,수익,수익률,,,,,,,,,,
2025-3월첫째주,"9,927,516.00",-$500.41,"-780,278.50","9,147,237.50",40%,"28,297,784.08","3,533,430.00","1,814,036.00","5,347,466.00","33,645,250.08",8종목 마이너스,,,,,,,,,,,,,,,,,
2025-3월둘째주,"9,281,001.00",-$318.18,"-496,128.53","8,297,656.51",40.58%,"28,744,483.53","3,876,185.00","1,379,957.00","5,256,142.00","34,000,625.53","6종목마이너스	
NVDA 주식 14주 구매	
아이온큐 10주 늘림	
팔란티어 3주 줄임	
JPM 1주 늘림 	
* RSI 가 30 작은 주식 매매 	",,,,,,,,,,,,,,,,,
2025-3월세재주,"9,553,800.00",-$566.04,"-882,614.44","6,204,748.98",29.01%,"27,594,533.25","4,136,675.00","1,144,513.00","5,281,188.00","32,875,721.25",,,,,,,,,,,,,,,,,,
2025-3월네째주,"8,822,800.00",-$351.19,"-547,600.05","10,643,381.40",65.38%,"26,587,960.34","4,260,045.00","1,007,676.00","5,267,721.00","31,855,681.34"," tsla, nvida 정리 : -8% 이하 '",,,,,,,,,,,,,,,,,
2025-4월둘째주,"9,442,689.00",$219.15,"341,719.39","15,790,626.08",82.94%,"27,015,215.31","4,374,555.00","656,270.00","5,030,825.00","32,046,040.31","soxl 178 매수, NVDA, TSLA 2X 15% 익절,, 팔란티어 8주 매수 ",,,,,,,,,,,,,,,,,
2025-5월첫째주,"9,743,576.00",$932.27,"1,453,656.95","12,767,363.22",89.52%,"27,030,045.20","5,168,906.00","113,386.00","5,168,906.00","32,198,951.20","soxl 82주 31% 익절, TSLA 2주 매수, 미국 배당주는 미국채 10년물 금리와 역의 관계 (국채 금리가 올라가면 배당주에 투자 꺼림)",,,,,,,,,,,,,,,,,
2025-5월세째주,"10,239,162.00","$2,313.27","3,607,012.88","13,846,174.88",57.60%,"28,457,287.87","5,279,975.00","3,335.00","5,283,310.00","33,740,597.87",soxl 140 주 매수 : 매수 이유 ,,,,,,,,,,,,,,,,,
2025-5월다섯째주,"11,828,999.00",$908.06,"1,415,913.01","14,826,044.97",92.05%,"30,932,235.55","4,823,500.00","483,244.00","5,306,744.00","36,238,979.55","팔란티어 2주 매도 : 이익이 50 % 넘어서 이중 25 %를 매도함, 
메타 정리함 : 미국 관련 주식은 테슬라와 S&P 500 에만 투자할 에정 ",,,,,,,,,,,,,,,,,
2025-6월첫째주,"11,839,137.00","$2,600.15","4,054,341.45","15,363,437.15",112.82%,"31,092,246.75","4,900,860.00","423,715.00","5,324,575.00","36,416,821.75","TSLL 28 매도하고 (-20만원), 27주 매수함. 단 평단가를 10.55로 낮춤  ",,,,,,,,,,,,,,,,,
2025-6월둘째주,"12,797,840.00","$1,390.63","2,168,365.93","22,199,056.71",142.80%,"37,744,991.50","4,704,580.00","689,732.00","5,394,312.00","43,139,303.50","삼성전자에 총 45 주 투자함, 유나이트 헬스 2주 매도, 미국 회사채 19주 매도, 미국국채 10년 10주 매도 --> 예금 금리가 4.5% 상황에서 미국 채권 가격이 높게 거래될 수가 없으며, 회사채도 마찬가지로 금리에 비해 메리트가 없어서 매도함 ",,,,,,,,,,,,,,,,,
2025-06-22,"12,125,031",$96.20,"150,000.06","12,257,018.78",75.49%,"39,333,325.19","5,429,700.00","454,996.00","5,884,696.00","45,218,021.19","삼성전자에 총 45 주 투자함, 유나이트 헬스 2주 매도, 미국 회사채 19주 매도, 미국국채 10년 10주 매도 --> 예금 금리가 4.5% 상황에서 미국 채권 가격이 높게 거래될 수가 없으며, 회사채도 마찬가지로 금리에 비해 메리트가 없어서 매도함 ",,,,,,,,,,,,,,,,,
2025-11-09,"24,593,227.00","$3,217.24","5,016,546.64","29,277,497.04",149.29%,"50,284,200.50","5,810,970.00","464,196.00","6,275,166.00",,,8.40%,,"101,411,713.00",,,"-279,353.00",-0.27%,,,,,,,,,,
2025-11-16,"24,338,131.00",$855.73,"1,334,309.84","25,577,677.60",113.64%,"48,402,437.33","5,827,430.00","464,222.00","6,291,652.00",,,8.72%,,"101,381,750.00",,,"-277,343.00",-0.45%,,,,,,,,,,
2025-11-29,"22,422,606.00","$1,167.16","1,819,913.54","24,135,561.23",106.02%,"48,191,414.32","6,324,340.00","9,946.00","6,334,286.00",,,8.77%,,"102,774,363.00",,,"441,527.00",0.44%,,,,,,,,,,
2026-02-01,"33,272,319.00",$239.00,"372,663.15","33,619,057.99",130.91%,"56,362,353.33","5,688,965.00","662,498.00","6,351,463.00",,,8.79%,,"105,866,940.00",,,"1,865,636.00",1.80%,,,,,,,,,,
2026-04-12,"31,381,074.44",-$40.32,"-62,869.45","31,371,944.34",107.26%,"68,006,689.25","6,678,128.00","16,663.00","6,694,791.00",,,11.45%,,"114,227,233.00",,,"6,517,378.00",6.12%,,,,,,,,,,
2026-04-19,"33,100,932.00","$1,188.21","1,852,745.48","34,844,088.56",116.64%,"71,044,341.66","6,724,193.00","16,663.00","6,740,856.00",,,12.20%,,"116,606,751.00",,,"9,178,367.00",7.87%,,,,,,,,,,
2026-04-25,"40,644,950.00",$878.60,"1,369,972.75","41,942,324.13",137.75%,"78,735,224.41","6,796,498.00","16,663.00","6,813,161.00",,,13.43%,,"120,048,223.00",,,"11,504,023.00",11.75%,,,,,,,,,,
2026-05-02,"38,891,325.00",$394.32,"614,843.71","39,471,488.69",129.89%,"76,470,044.09","6,856,218.00","16,663.00","6,872,881.00",,,14.43%,,"120,959,947.00",,,"12,548,779.00",11.76%,- 테슬라 정리하고 엔비디아에 몰빵 투자함 ,,,,,,,,,
2026-05-10,"43,965,738.00","$2,141.27","3,338,823.89","47,096,108.89",130.86%,"80,483,556.87","6,382,540.00","477,244.00","6,859,784.00",,,13.62%,,"125,684,739.00",,,"16,478,673.00",16.21%,"- 엔비디아 정리하고, MU, AVGO, VRT 등에 분산 투자 ",,,,,,,,,
2026-05-17,"42,162,846.00","$2,453.49","3,825,651.73","45,838,307.40",127.92%,"78,038,340.70","6,815,030.00","72,288.00","6,687,318.00",,,13.33%,,"127,729,176.00",,,"18,959,833.00",17.44%,- AVGO 3주 정리함 ,,,,,,,,,
2026-05-24,"43,648,739.00","$2,653.44","4,137,432.23","47,524,826.26",127.49%,"78,410,743.45","6,845,550.00","72,305.00","6,917,855.00",,,13.84%,,"129,904,687.00",,,"20,448,522.00",19.14%,,,,,,,,,,
2026-05-30,"45,252,944.00","$4,638.67","7,232,934.01","52,647,434.68",126.72%,"82,609,356.74","6,799,175.00","173,236.00","6,972,411.00",,,14.16%,,"133,758,812.00",,,"25,096,930.00",23.17%,"- 로캣랩 22주 구매, 잘못된 충동구매",,,,,,,,,
2026-06-07,"44,726,555.00","$2,137.22","3,332,503.20","48,059,058.20",114.74%,"80,876,250.01","6,989,570.00","32,151.00","7,021,721.00",,,14.64%,,"133,935,527.00",,,"25,270,898.00",23.26%,,,,,,,,,,
